seed,phase,optimizer,rate_scope,rule,contrast,value
2112,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,3.1597771069061027e-07
2113,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,2.2456964678112263e-07
2114,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,3.299824224712229e-07
2115,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,2.5587388602753904e-08
2116,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,-3.4597445040347876e-07
2117,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,1.700662339332509e-05
2118,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,-6.893712709441851e-07
2119,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,-2.397544766782094e-07
2120,extension,adam,common,ancestry_three_oracle,task_difference_in_gap,-2.2270555352042734e-06
2101,extension,sgd,selected,unit_broadcast,target_gap,0.7912716958228593
2102,extension,sgd,selected,unit_broadcast,target_gap,0.4562582601018481
2103,extension,sgd,selected,unit_broadcast,target_gap,0.993308265129062
2104,extension,sgd,selected,unit_broadcast,target_gap,0.9835752417712358
2105,extension,sgd,selected,unit_broadcast,target_gap,0.7301930239497154
2106,extension,sgd,selected,unit_broadcast,target_gap,0.0488005413383252
2107,extension,sgd,selected,unit_broadcast,target_gap,0.32175473982362723
2108,extension,sgd,selected,unit_broadcast,target_gap,0.5445657288771012
2109,extension,sgd,selected,unit_broadcast,target_gap,1.004112806380593
2110,extension,sgd,selected,unit_broadcast,target_gap,0.6791742325926409
2111,extension,sgd,selected,unit_broadcast,target_gap,0.5383425966559506
2112,extension,sgd,selected,unit_broadcast,target_gap,0.9990273037076779
2113,extension,sgd,selected,unit_broadcast,target_gap,1.001964644897334
2114,extension,sgd,selected,unit_broadcast,target_gap,0.9974729460117552
2115,extension,sgd,selected,unit_broadcast,target_gap,0.06171768642491079
2116,extension,sgd,selected,unit_broadcast,target_gap,0.9112213670981214
2117,extension,sgd,selected,unit_broadcast,target_gap,0.9928293070835146
2118,extension,sgd,selected,unit_broadcast,target_gap,0.36631395648112136
2119,extension,sgd,selected,unit_broadcast,target_gap,0.0432506882924652
2120,extension,sgd,selected,unit_broadcast,target_gap,0.0593235272448877
2101,extension,sgd,selected,unit_broadcast,control_gap,0.00011202942424829999
2102,extension,sgd,selected,unit_broadcast,control_gap,0.0019368277048755146
2103,extension,sgd,selected,unit_broadcast,control_gap,0.0001762186514321
2104,extension,sgd,selected,unit_broadcast,control_gap,0.0002421527467068
2105,extension,sgd,selected,unit_broadcast,control_gap,0.0009658922774011
2106,extension,sgd,selected,unit_broadcast,control_gap,0.00046523077928899994
2107,extension,sgd,selected,unit_broadcast,control_gap,-3.784753843920947e-05
2108,extension,sgd,selected,unit_broadcast,control_gap,0.0015318281020273543
2109,extension,sgd,selected,unit_broadcast,control_gap,0.00066029058836052
2110,extension,sgd,selected,unit_broadcast,control_gap,-8.545157981369999e-05
2111,extension,sgd,selected,unit_broadcast,control_gap,0.0017838581557824
2112,extension,sgd,selected,unit_broadcast,control_gap,-9.550378295957686e-05
2113,extension,sgd,selected,unit_broadcast,control_gap,0.0005519647986716
2114,extension,sgd,selected,unit_broadcast,control_gap,-7.189674012274855e-05
2115,extension,sgd,selected,unit_broadcast,control_gap,0.0003906399033769795
2116,extension,sgd,selected,unit_broadcast,control_gap,0.0027651277193676
2117,extension,sgd,selected,unit_broadcast,control_gap,5.256543218429998e-05
2118,extension,sgd,selected,unit_broadcast,control_gap,0.0013779137480038
2119,extension,sgd,selected,unit_broadcast,control_gap,0.0014453527886871
2120,extension,sgd,selected,unit_broadcast,control_gap,0.0006824643256898
2101,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.791159666398611
2102,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.4543214323969726
2103,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.9931320464776299
2104,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.983333089024529
2105,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.7292271316723143
2106,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.0483353105590362
2107,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.32179258736206645
2108,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.5430339007750739
2109,extension,sgd,selected,unit_broadcast,task_difference_in_gap,1.0034525157922325
2110,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.6792596841724545
2111,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.5365587385001682
2112,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.9991228074906374
2113,extension,sgd,selected,unit_broadcast,task_difference_in_gap,1.0014126800986625
2114,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.9975448427518779
2115,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.061327046521533805
2116,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.9084562393787537
2117,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.9927767416513302
2118,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.3649360427331176
2119,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.0418053355037781
2120,extension,sgd,selected,unit_broadcast,task_difference_in_gap,0.0586410629191979
2101,extension,sgd,selected,calibrated_broadcast,target_gap,0.8192463942081292
2102,extension,sgd,selected,calibrated_broadcast,target_gap,0.469781145816393
2103,extension,sgd,selected,calibrated_broadcast,target_gap,0.8563937168166529
2104,extension,sgd,selected,calibrated_broadcast,target_gap,0.9925888875896854
2105,extension,sgd,selected,calibrated_broadcast,target_gap,0.78033040033783
2106,extension,sgd,selected,calibrated_broadcast,target_gap,0.11501728327513701
2107,extension,sgd,selected,calibrated_broadcast,target_gap,0.39997345621071795
2108,extension,sgd,selected,calibrated_broadcast,target_gap,0.6695487233749514
2109,extension,sgd,selected,calibrated_broadcast,target_gap,0.9975775164942338
2110,extension,sgd,selected,calibrated_broadcast,target_gap,0.935111475060295
2111,extension,sgd,selected,calibrated_broadcast,target_gap,0.5064127659532341
2112,extension,sgd,selected,calibrated_broadcast,target_gap,1.0026413084912134
2113,extension,sgd,selected,calibrated_broadcast,target_gap,0.9999461335846949
2114,extension,sgd,selected,calibrated_broadcast,target_gap,0.9988650662965536
2115,extension,sgd,selected,calibrated_broadcast,target_gap,0.2694930897481034
2116,extension,sgd,selected,calibrated_broadcast,target_gap,0.988233247919624
2117,extension,sgd,selected,calibrated_broadcast,target_gap,0.9925390707887309
2118,extension,sgd,selected,calibrated_broadcast,target_gap,0.8260317215673053
2119,extension,sgd,selected,calibrated_broadcast,target_gap,0.3826132466869403
2120,extension,sgd,selected,calibrated_broadcast,target_gap,0.3435937758776987
2101,extension,sgd,selected,calibrated_broadcast,control_gap,0.00028297647593030005
2102,extension,sgd,selected,calibrated_broadcast,control_gap,0.0021645997080137146
2103,extension,sgd,selected,calibrated_broadcast,control_gap,0.0001940198431799
2104,extension,sgd,selected,calibrated_broadcast,control_gap,0.0003656375690261
2105,extension,sgd,selected,calibrated_broadcast,control_gap,0.0017394256663663
2106,extension,sgd,selected,calibrated_broadcast,control_gap,0.0005781673167596999
2107,extension,sgd,selected,calibrated_broadcast,control_gap,3.276693477209377e-05
2108,extension,sgd,selected,calibrated_broadcast,control_gap,0.0010732811061825544
2109,extension,sgd,selected,calibrated_broadcast,control_gap,0.00140976896596632
2110,extension,sgd,selected,calibrated_broadcast,control_gap,0.00011172058795990003
2111,extension,sgd,selected,calibrated_broadcast,control_gap,0.0038588241921051
2112,extension,sgd,selected,calibrated_broadcast,control_gap,0.00014962915586099997
2113,extension,sgd,selected,calibrated_broadcast,control_gap,0.0008882812922708
2114,extension,sgd,selected,calibrated_broadcast,control_gap,0.00011062933687719999
2115,extension,sgd,selected,calibrated_broadcast,control_gap,0.0005483773977333795
2116,extension,sgd,selected,calibrated_broadcast,control_gap,0.004046119592629601
2117,extension,sgd,selected,calibrated_broadcast,control_gap,1.4491881432e-05
2118,extension,sgd,selected,calibrated_broadcast,control_gap,0.0028770402119165
2119,extension,sgd,selected,calibrated_broadcast,control_gap,0.0007342794133056
2120,extension,sgd,selected,calibrated_broadcast,control_gap,0.0009340477321423
2101,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.8189634177321988
2102,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.4676165461083793
2103,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.856199696973473
2104,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.9922232500206594
2105,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.7785909746714637
2106,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.1144391159583773
2107,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.39994068927594584
2108,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.6684754422687689
2109,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.9961677475282674
2110,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.9349997544723351
2111,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.502553941761129
2112,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,1.0024916793353524
2113,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.999057852292424
2114,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.9987544369596764
2115,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.26894471235037
2116,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.9841871283269944
2117,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.992524578907299
2118,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.8231546813553888
2119,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.3818789672736347
2120,extension,sgd,selected,calibrated_broadcast,task_difference_in_gap,0.3426597281455564
2101,extension,sgd,selected,ancestry_three_oracle,target_gap,-5.85487756849998e-06
2102,extension,sgd,selected,ancestry_three_oracle,target_gap,-2.410507677099997e-06
2103,extension,sgd,selected,ancestry_three_oracle,target_gap,3.3156881530000017e-06
2104,extension,sgd,selected,ancestry_three_oracle,target_gap,-2.2598597936000114e-06
2105,extension,sgd,selected,ancestry_three_oracle,target_gap,3.5409044776000046e-06
2106,extension,sgd,selected,ancestry_three_oracle,target_gap,-3.4096876710000123e-06
2107,extension,sgd,selected,ancestry_three_oracle,target_gap,1.1109841274742908e-06
2108,extension,sgd,selected,ancestry_three_oracle,target_gap,-1.3813529580699997e-05
2109,extension,sgd,selected,ancestry_three_oracle,target_gap,-8.729318554832012e-06
2110,extension,sgd,selected,ancestry_three_oracle,target_gap,1.6529662492999902e-06
2111,extension,sgd,selected,ancestry_three_oracle,target_gap,-7.207295646900015e-06
2112,extension,sgd,selected,ancestry_three_oracle,target_gap,1.9730698926778435e-06
2113,extension,sgd,selected,ancestry_three_oracle,target_gap,-1.801284964100011e-06
2114,extension,sgd,selected,ancestry_three_oracle,target_gap,1.2351984778999928e-06
2115,extension,sgd,selected,ancestry_three_oracle,target_gap,-6.702528376248277e-06
2116,extension,sgd,selected,ancestry_three_oracle,target_gap,1.0886373354999956e-06
2117,extension,sgd,selected,ancestry_three_oracle,target_gap,-2.3094838782000216e-06
2118,extension,sgd,selected,ancestry_three_oracle,target_gap,-1.8597885320999913e-06
2119,extension,sgd,selected,ancestry_three_oracle,target_gap,-5.207365013700004e-06
2120,extension,sgd,selected,ancestry_three_oracle,target_gap,6.86451072800002e-07
2101,extension,sgd,selected,ancestry_three_oracle,control_gap,-6.542456342800007e-06
2102,extension,sgd,selected,ancestry_three_oracle,control_gap,-1.2142476215410415e-06
2103,extension,sgd,selected,ancestry_three_oracle,control_gap,-7.7981934902e-06
2104,extension,sgd,selected,ancestry_three_oracle,control_gap,-6.4529350631e-06
2105,extension,sgd,selected,ancestry_three_oracle,control_gap,-4.0435698810001525e-07
2106,extension,sgd,selected,ancestry_three_oracle,control_gap,-2.8548654886000014e-06
2107,extension,sgd,selected,ancestry_three_oracle,control_gap,-5.111736842851504e-07
2108,extension,sgd,selected,ancestry_three_oracle,control_gap,-1.6122161494010187e-05
2109,extension,sgd,selected,ancestry_three_oracle,control_gap,-1.3647567698869e-05
2110,extension,sgd,selected,ancestry_three_oracle,control_gap,-2.469982089799979e-06
2111,extension,sgd,selected,ancestry_three_oracle,control_gap,-5.913389118500004e-06
2112,extension,sgd,selected,ancestry_three_oracle,control_gap,-5.75332729529999e-06
2113,extension,sgd,selected,ancestry_three_oracle,control_gap,-4.5092895397999934e-06
2114,extension,sgd,selected,ancestry_three_oracle,control_gap,-1.2147444543999868e-06
2115,extension,sgd,selected,ancestry_three_oracle,control_gap,-1.1541591790749438e-05
2116,extension,sgd,selected,ancestry_three_oracle,control_gap,-1.554041546200012e-06
2117,extension,sgd,selected,ancestry_three_oracle,control_gap,-2.3759234631000054e-06
2118,extension,sgd,selected,ancestry_three_oracle,control_gap,-7.886094405800016e-06
2119,extension,sgd,selected,ancestry_three_oracle,control_gap,-9.404497851099993e-06
2120,extension,sgd,selected,ancestry_three_oracle,control_gap,-1.1667730582000098e-06
2101,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,6.87578774300027e-07
2102,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,-1.1962600555589557e-06
2103,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,1.1113881643200001e-05
2104,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,4.193075269499989e-06
2105,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,3.94526146570002e-06
2106,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,-5.548221824000108e-07
2107,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,1.6221578117594411e-06
2108,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,2.3086319133101905e-06
2109,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,4.9182491440369875e-06
2110,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,4.1229483390999694e-06
2111,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,-1.2939065284000109e-06
2112,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,7.726397187977834e-06
2113,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,2.7080045756999824e-06
2114,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,2.4499429322999796e-06
2115,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,4.839063414501161e-06
2116,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,2.6426788817000076e-06
2117,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,6.643958489998387e-08
2118,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,6.026305873700025e-06
2119,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,4.197132837399989e-06
2120,extension,sgd,selected,ancestry_three_oracle,task_difference_in_gap,1.8532241310000117e-06
2101,extension,sgd,common,unit_broadcast,target_gap,0.7912716958228593
2102,extension,sgd,common,unit_broadcast,target_gap,0.4562582601018481
2103,extension,sgd,common,unit_broadcast,target_gap,0.993308265129062
2104,extension,sgd,common,unit_broadcast,target_gap,0.9835752417712358
2105,extension,sgd,common,unit_broadcast,target_gap,0.7301930239497154
2106,extension,sgd,common,unit_broadcast,target_gap,0.0488005413383252
2107,extension,sgd,common,unit_broadcast,target_gap,0.32175473982362723
2108,extension,sgd,common,unit_broadcast,target_gap,0.5445657288771012
2109,extension,sgd,common,unit_broadcast,target_gap,1.004112806380593
2110,extension,sgd,common,unit_broadcast,target_gap,0.6791742325926409
2111,extension,sgd,common,unit_broadcast,target_gap,0.5383425966559506
2112,extension,sgd,common,unit_broadcast,target_gap,0.9990273037076779
2113,extension,sgd,common,unit_broadcast,target_gap,1.001964644897334
2114,extension,sgd,common,unit_broadcast,target_gap,0.9974729460117552
2115,extension,sgd,common,unit_broadcast,target_gap,0.06171768642491079
2116,extension,sgd,common,unit_broadcast,target_gap,0.9112213670981214
2117,extension,sgd,common,unit_broadcast,target_gap,0.9928293070835146
2118,extension,sgd,common,unit_broadcast,target_gap,0.36631395648112136
2119,extension,sgd,common,unit_broadcast,target_gap,0.0432506882924652
2120,extension,sgd,common,unit_broadcast,target_gap,0.0593235272448877
2101,extension,sgd,common,unit_broadcast,control_gap,0.00011202942424829999
2102,extension,sgd,common,unit_broadcast,control_gap,0.0019368277048755146
2103,extension,sgd,common,unit_broadcast,control_gap,0.0001762186514321
2104,extension,sgd,common,unit_broadcast,control_gap,0.0002421527467068
2105,extension,sgd,common,unit_broadcast,control_gap,0.0009658922774011
2106,extension,sgd,common,unit_broadcast,control_gap,0.00046523077928899994
2107,extension,sgd,common,unit_broadcast,control_gap,-3.784753843920947e-05
2108,extension,sgd,common,unit_broadcast,control_gap,0.0015318281020273543
2109,extension,sgd,common,unit_broadcast,control_gap,0.00066029058836052
2110,extension,sgd,common,unit_broadcast,control_gap,-8.545157981369999e-05
2111,extension,sgd,common,unit_broadcast,control_gap,0.0017838581557824
2112,extension,sgd,common,unit_broadcast,control_gap,-9.550378295957686e-05
2113,extension,sgd,common,unit_broadcast,control_gap,0.0005519647986716
2114,extension,sgd,common,unit_broadcast,control_gap,-7.189674012274855e-05
2115,extension,sgd,common,unit_broadcast,control_gap,0.0003906399033769795
2116,extension,sgd,common,unit_broadcast,control_gap,0.0027651277193676
2117,extension,sgd,common,unit_broadcast,control_gap,5.256543218429998e-05
2118,extension,sgd,common,unit_broadcast,control_gap,0.0013779137480038
2119,extension,sgd,common,unit_broadcast,control_gap,0.0014453527886871
2120,extension,sgd,common,unit_broadcast,control_gap,0.0006824643256898
2101,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.791159666398611
2102,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.4543214323969726
2103,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.9931320464776299
2104,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.983333089024529
2105,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.7292271316723143
2106,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.0483353105590362
2107,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.32179258736206645
2108,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.5430339007750739
2109,extension,sgd,common,unit_broadcast,task_difference_in_gap,1.0034525157922325
2110,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.6792596841724545
2111,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.5365587385001682
2112,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.9991228074906374
2113,extension,sgd,common,unit_broadcast,task_difference_in_gap,1.0014126800986625
2114,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.9975448427518779
2115,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.061327046521533805
2116,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.9084562393787537
2117,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.9927767416513302
2118,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.3649360427331176
2119,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.0418053355037781
2120,extension,sgd,common,unit_broadcast,task_difference_in_gap,0.0586410629191979
2101,extension,sgd,common,calibrated_broadcast,target_gap,0.8192463942081292
2102,extension,sgd,common,calibrated_broadcast,target_gap,0.469781145816393
2103,extension,sgd,common,calibrated_broadcast,target_gap,0.8563937168166529
2104,extension,sgd,common,calibrated_broadcast,target_gap,0.9925888875896854
2105,extension,sgd,common,calibrated_broadcast,target_gap,0.78033040033783
2106,extension,sgd,common,calibrated_broadcast,target_gap,0.11501728327513701
2107,extension,sgd,common,calibrated_broadcast,target_gap,0.39997345621071795
2108,extension,sgd,common,calibrated_broadcast,target_gap,0.6695487233749514
2109,extension,sgd,common,calibrated_broadcast,target_gap,0.9975775164942338
2110,extension,sgd,common,calibrated_broadcast,target_gap,0.935111475060295
2111,extension,sgd,common,calibrated_broadcast,target_gap,0.5064127659532341
2112,extension,sgd,common,calibrated_broadcast,target_gap,1.0026413084912134
2113,extension,sgd,common,calibrated_broadcast,target_gap,0.9999461335846949
2114,extension,sgd,common,calibrated_broadcast,target_gap,0.9988650662965536
2115,extension,sgd,common,calibrated_broadcast,target_gap,0.2694930897481034
2116,extension,sgd,common,calibrated_broadcast,target_gap,0.988233247919624
2117,extension,sgd,common,calibrated_broadcast,target_gap,0.9925390707887309
2118,extension,sgd,common,calibrated_broadcast,target_gap,0.8260317215673053
2119,extension,sgd,common,calibrated_broadcast,target_gap,0.3826132466869403
2120,extension,sgd,common,calibrated_broadcast,target_gap,0.3435937758776987
2101,extension,sgd,common,calibrated_broadcast,control_gap,0.00028297647593030005
2102,extension,sgd,common,calibrated_broadcast,control_gap,0.0021645997080137146
2103,extension,sgd,common,calibrated_broadcast,control_gap,0.0001940198431799
2104,extension,sgd,common,calibrated_broadcast,control_gap,0.0003656375690261
2105,extension,sgd,common,calibrated_broadcast,control_gap,0.0017394256663663
2106,extension,sgd,common,calibrated_broadcast,control_gap,0.0005781673167596999
2107,extension,sgd,common,calibrated_broadcast,control_gap,3.276693477209377e-05
2108,extension,sgd,common,calibrated_broadcast,control_gap,0.0010732811061825544
2109,extension,sgd,common,calibrated_broadcast,control_gap,0.00140976896596632
2110,extension,sgd,common,calibrated_broadcast,control_gap,0.00011172058795990003
2111,extension,sgd,common,calibrated_broadcast,control_gap,0.0038588241921051
2112,extension,sgd,common,calibrated_broadcast,control_gap,0.00014962915586099997
2113,extension,sgd,common,calibrated_broadcast,control_gap,0.0008882812922708
2114,extension,sgd,common,calibrated_broadcast,control_gap,0.00011062933687719999
2115,extension,sgd,common,calibrated_broadcast,control_gap,0.0005483773977333795
2116,extension,sgd,common,calibrated_broadcast,control_gap,0.004046119592629601
2117,extension,sgd,common,calibrated_broadcast,control_gap,1.4491881432e-05
2118,extension,sgd,common,calibrated_broadcast,control_gap,0.0028770402119165
2119,extension,sgd,common,calibrated_broadcast,control_gap,0.0007342794133056
2120,extension,sgd,common,calibrated_broadcast,control_gap,0.0009340477321423
2101,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.8189634177321988
2102,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.4676165461083793
2103,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.856199696973473
2104,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.9922232500206594
2105,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.7785909746714637
2106,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.1144391159583773
2107,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.39994068927594584
2108,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.6684754422687689
2109,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.9961677475282674
2110,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.9349997544723351
2111,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.502553941761129
2112,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,1.0024916793353524
2113,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.999057852292424
2114,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.9987544369596764
2115,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.26894471235037
2116,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.9841871283269944
2117,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.992524578907299
2118,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.8231546813553888
2119,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.3818789672736347
2120,extension,sgd,common,calibrated_broadcast,task_difference_in_gap,0.3426597281455564
2101,extension,sgd,common,ancestry_three_oracle,target_gap,-5.85487756849998e-06
2102,extension,sgd,common,ancestry_three_oracle,target_gap,-2.410507677099997e-06
2103,extension,sgd,common,ancestry_three_oracle,target_gap,3.3156881530000017e-06
2104,extension,sgd,common,ancestry_three_oracle,target_gap,-2.2598597936000114e-06
2105,extension,sgd,common,ancestry_three_oracle,target_gap,3.5409044776000046e-06
2106,extension,sgd,common,ancestry_three_oracle,target_gap,-3.4096876710000123e-06
2107,extension,sgd,common,ancestry_three_oracle,target_gap,1.1109841274742908e-06
2108,extension,sgd,common,ancestry_three_oracle,target_gap,-1.3813529580699997e-05
2109,extension,sgd,common,ancestry_three_oracle,target_gap,-8.729318554832012e-06
2110,extension,sgd,common,ancestry_three_oracle,target_gap,1.6529662492999902e-06
2111,extension,sgd,common,ancestry_three_oracle,target_gap,-7.207295646900015e-06
2112,extension,sgd,common,ancestry_three_oracle,target_gap,1.9730698926778435e-06
2113,extension,sgd,common,ancestry_three_oracle,target_gap,-1.801284964100011e-06
2114,extension,sgd,common,ancestry_three_oracle,target_gap,1.2351984778999928e-06
2115,extension,sgd,common,ancestry_three_oracle,target_gap,-6.702528376248277e-06
2116,extension,sgd,common,ancestry_three_oracle,target_gap,1.0886373354999956e-06
2117,extension,sgd,common,ancestry_three_oracle,target_gap,-2.3094838782000216e-06
2118,extension,sgd,common,ancestry_three_oracle,target_gap,-1.8597885320999913e-06
2119,extension,sgd,common,ancestry_three_oracle,target_gap,-5.207365013700004e-06
2120,extension,sgd,common,ancestry_three_oracle,target_gap,6.86451072800002e-07
2101,extension,sgd,common,ancestry_three_oracle,control_gap,-6.542456342800007e-06
2102,extension,sgd,common,ancestry_three_oracle,control_gap,-1.2142476215410415e-06
2103,extension,sgd,common,ancestry_three_oracle,control_gap,-7.7981934902e-06
2104,extension,sgd,common,ancestry_three_oracle,control_gap,-6.4529350631e-06
2105,extension,sgd,common,ancestry_three_oracle,control_gap,-4.0435698810001525e-07
2106,extension,sgd,common,ancestry_three_oracle,control_gap,-2.8548654886000014e-06
2107,extension,sgd,common,ancestry_three_oracle,control_gap,-5.111736842851504e-07
2108,extension,sgd,common,ancestry_three_oracle,control_gap,-1.6122161494010187e-05
2109,extension,sgd,common,ancestry_three_oracle,control_gap,-1.3647567698869e-05
2110,extension,sgd,common,ancestry_three_oracle,control_gap,-2.469982089799979e-06
2111,extension,sgd,common,ancestry_three_oracle,control_gap,-5.913389118500004e-06
2112,extension,sgd,common,ancestry_three_oracle,control_gap,-5.75332729529999e-06
2113,extension,sgd,common,ancestry_three_oracle,control_gap,-4.5092895397999934e-06
2114,extension,sgd,common,ancestry_three_oracle,control_gap,-1.2147444543999868e-06
2115,extension,sgd,common,ancestry_three_oracle,control_gap,-1.1541591790749438e-05
2116,extension,sgd,common,ancestry_three_oracle,control_gap,-1.554041546200012e-06
2117,extension,sgd,common,ancestry_three_oracle,control_gap,-2.3759234631000054e-06
2118,extension,sgd,common,ancestry_three_oracle,control_gap,-7.886094405800016e-06
2119,extension,sgd,common,ancestry_three_oracle,control_gap,-9.404497851099993e-06
2120,extension,sgd,common,ancestry_three_oracle,control_gap,-1.1667730582000098e-06
2101,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,6.87578774300027e-07
2102,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,-1.1962600555589557e-06
2103,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,1.1113881643200001e-05
2104,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,4.193075269499989e-06
2105,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,3.94526146570002e-06
2106,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,-5.548221824000108e-07
2107,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,1.6221578117594411e-06
2108,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,2.3086319133101905e-06
2109,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,4.9182491440369875e-06
2110,extension,sgd,common,ancestry_three_oracle,task_difference_in_gap,4.1229483390999694e-06
