hierarchy,cohort,run_dir,config_index,seed,regime,architecture,credit,depth,branch_factors,total_parameters,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars,config_sha256,final_sha256,fallback_mentions,nonfinite_alert,train_accuracy,valid_accuracy,test_accuracy,train_auc,valid_auc,test_auc,train_categorical_loglikelihood,valid_categorical_loglikelihood,test_categorical_loglikelihood,mechanism,method,transport,signal_delta,train_gain_sigma,test_gain_sigma,source,reference_depth
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,16,10206,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,4227e6415328516b6b4b428cf4dad4a3d92a343411ac9c204cd1fcee8053603b,6c5103b84ab3da4087a382ebea2d900f58e9d3b9c319df8fc04d109cf59603ec,0,False,0.6132000088691711,0.6118999719619751,0.611299991607666,0.6591116786003113,0.6541329622268677,0.6571730375289917,-0.6523028016090393,-0.6553972363471985,-0.6538369655609131,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,17,10207,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,b076f25a880b2ea85fb9f780c5f4b89ea839428be1162bf4a7b360c24e0b6980,5097fe98134f238b9cff85f935df3d81619a713463a16cd7730d3c5a870d2763,0,False,0.6238999962806702,0.6186999678611755,0.6098999977111816,0.6644876003265381,0.662752628326416,0.6518185138702393,-0.6499060392379761,-0.6503708958625793,-0.6573127508163452,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,18,10208,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,1989dd542e620d55de0a1492999d56e7130052b1e41c7ae58dafb2d0e5666a64,4546d3a4370de6c0de0fe04e80b1a1d06205c53c415da3efa874615da6bf5ee8,0,False,0.6180999875068665,0.6110999584197998,0.6150000095367432,0.6671047806739807,0.6510589718818665,0.6560508608818054,-0.6489882469177246,-0.6575271487236023,-0.6548154950141907,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,19,10209,rewired_tree,grouped_point,full_bp,2,2x3,66178,66178,14336,21760,2944,bef55b440b25ec19113565e2803c322a951911a2c7af3b33203b1f25c261215b,58c7bd8524cdf0bb5bef2bf4773023e41a139a96e599ac9501b22d15024bce86,0,False,0.6200000047683716,0.6155999898910522,0.6062999963760376,0.6597204804420471,0.6559050679206848,0.6532840132713318,-0.653244137763977,-0.6545253992080688,-0.6554176807403564,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,20,10200,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,f919cfa69487a437cdd70e45b5ae4e89e284a99ea9c03846178dca76260a33fb,5e88f9e1ced3aef358d6552ab90fc2c7d903159c342da774fe0722dd6e05858f,0,False,0.614300012588501,0.6115999817848206,0.6089000105857849,0.6628897786140442,0.6614307761192322,0.6525003910064697,-0.6507187485694885,-0.6511240005493164,-0.6557697057723999,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,21,10201,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,71f68f4c56ffdf22fa398422087be25066d8d21d75bf783bc316eed1e82625bd,5765db839ab966bae3ab5569a24cd9b698ad7afc9940744855e2de8f7f91c6b7,0,False,0.6234999895095825,0.612500011920929,0.6152999997138977,0.6747633814811707,0.6579165458679199,0.6582669019699097,-0.6441149115562439,-0.6536478400230408,-0.6539009809494019,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,22,10202,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,29b899ce4eb71566c148ddb53cd34dda689b2d0b6c7fd0732a0db89282a269ec,070a79e5145d67efdda37e8731fe5f2c44a1da40e26b5f3b1936d4c7554dd7a5,0,False,0.6168999671936035,0.6134999990463257,0.6169999837875366,0.6668816208839417,0.6575987935066223,0.6588755249977112,-0.6479506492614746,-0.6540560126304626,-0.6541856527328491,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,23,10203,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,654299b00e3765f11dd2a3c0fd2120000a2b6c48b6171de2f8de506ceb94ea6b,c8696d1284859ab003cad0cf0677773198316a050ee815bf7050d93a6dc4283e,0,False,0.6238999962806702,0.6200999617576599,0.6141999959945679,0.6679730415344238,0.6626840829849243,0.6547794938087463,-0.648532509803772,-0.6520453691482544,-0.6554026007652283,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,24,10204,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,968202e2453fcb2c0915d91f27a7da4b67970e10cd1eec58b42a44306c35f27b,fba527229d57a643a7d88c9be7af166efd829b7db53c8ece932af3d313446b03,0,False,0.6262999773025513,0.6122999787330627,0.6017000079154968,0.6724441051483154,0.6570709347724915,0.6469320058822632,-0.6470183730125427,-0.6540762782096863,-0.6591260433197021,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,25,10205,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,bbd0e47af4f534c3c10e07ed5a8b0c428b5ea42d3b0a4fc48e88034af5889435,7bc0318228ef07d128fc584988667e2b0c15eb399b2ca01119057b49c69acc58,0,False,0.6155999898910522,0.6055999994277954,0.6125999689102173,0.6648627519607544,0.6474922299385071,0.6583114266395569,-0.6496258974075317,-0.6586855053901672,-0.6535609364509583,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,26,10206,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,b682eece40f1828f76c035d6f58e0efaa9e668793e476a22e10f2be43e849c2b,81efd5178e4b69614217e309c2aac4eb36b6ac7e086dad609363ea8f6f7c8405,0,False,0.6125999689102173,0.6116999983787537,0.6108999848365784,0.6590638756752014,0.6539968252182007,0.6569403409957886,-0.6523157358169556,-0.6554532647132874,-0.653921365737915,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,27,10207,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,78a73138d949b531cfb13bfb842c9200d9c16548cbfdc6646776e1ac563a62c0,0ceae6b830caf68b2797a8c34662165c521e63517d09c3c1b5f714aef8913191,0,False,0.6234999895095825,0.6179999709129333,0.6103000044822693,0.6645019054412842,0.6628093123435974,0.6518169641494751,-0.6498889923095703,-0.6503213047981262,-0.6573254466056824,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,28,10208,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,b55f0a957bf16a79a7deeea5032c36696fe82ea975a06269db7997e0e8e0e9fe,4da1ef4e909f72a45fd917d8431bc49027afe4b8f92844cef999ee81b8ea67c3,0,False,0.6177999973297119,0.6115999817848206,0.6140999794006348,0.6672351360321045,0.6510864496231079,0.6560003757476807,-0.6489403247833252,-0.6575144529342651,-0.6548256874084473,,,,,,,,
3,journal_remaining_h3_rewired_tree_grouped_point_bp,remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260813080205,29,10209,rewired_tree,grouped_point,full_bp,3,2x1x2,66178,66178,14336,21760,2944,1af001fc141696243408026125b16022dfd2f5bada2618db59c5fa42a809520c,07c95ae786a9350ee13ceade41814a13a9469cbf532fd6f51f7816641f05212e,0,False,0.6200999617576599,0.6146999597549438,0.6057999730110168,0.6596858501434326,0.6555774211883545,0.6530927419662476,-0.6532533764839172,-0.6546363234519958,-0.6554847955703735,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,0,10300,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,b4687fc2b04015a0934355c55811a1c081c8f2100a26ddf67a4042ffe510b212,e48de23ebb841c14ca809739ba28b19885c6944acaaa7244fd2a655c0e4168c2,0,False,0.6678000092506409,0.6561999917030334,0.6581999659538269,0.7309340834617615,0.7147470116615295,0.7213324904441833,-0.6071459054946899,-0.6199344396591187,-0.6138249635696411,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,1,10301,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,5664d3a26e7a812e2e1a914143534027d42e036b94ae16b007880053369a2522,2cc14dec025c5ec1a87f1a7b77c898636f7f90a20592a6b7dfe05e602f1f28ad,0,False,0.6642000079154968,0.6650999784469604,0.6646999716758728,0.7224937677383423,0.7248048782348633,0.7272804975509644,-0.6143534779548645,-0.6116933226585388,-0.6102025508880615,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,2,10302,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,595ab50df9188c03d86937412ba8db269b1dbb5522b1267821cf9a3cffd05e36,26787509a61c368df69e89fbbf29a732a501dbd18dee091a8388a4628ca011c9,0,False,0.6687999963760376,0.664900004863739,0.6631999611854553,0.7302088737487793,0.7279756665229797,0.7194414138793945,-0.6076232194900513,-0.6093605160713196,-0.6153562664985657,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,3,10303,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,4983f45b39328a12ca2acd3549ccd38dec233acee0264517a19eb63a78a015a9,27bb64a477049447ca832ac054c195ebac82c4a6ee03ccf018aac6c2be09d144,0,False,0.6692000031471252,0.661899983882904,0.659500002861023,0.7322860956192017,0.720431387424469,0.7181825637817383,-0.6058954000473022,-0.6148927807807922,-0.6170217990875244,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,4,10304,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,0095f81558dbac49531f695cfcf108f9a6f265a822c2f77026902604785e4080,73afbb76ceff30339f66647126a0717020c413eec54c9a8644583dd5a629a849,0,False,0.6642000079154968,0.6534000039100647,0.6572999954223633,0.7241358160972595,0.7150903940200806,0.7186319828033447,-0.6116140484809875,-0.6193928718566895,-0.6154257655143738,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,5,10305,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,27eab691dab32892281d56458a3dcefab82c9dcf65a5b6541446d068fdf00d78,a4f06a3a2ee75368631e4d79f3c7d0a93d6be968c411cdc5f39e00e584cc09da,0,False,0.6642000079154968,0.6560999751091003,0.6505999565124512,0.723629891872406,0.716602623462677,0.7109169363975525,-0.6130933165550232,-0.6165051460266113,-0.6216253638267517,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,6,10306,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,a0a6b01526201806db4cf8cd3f1f18db18888cc146c88bd98d09980b0565d0f6,1992083eb9e9b2fc21f18aa4a759e25b04c5df170ecf7ff583aea0d6e805138b,0,False,0.663100004196167,0.6520000100135803,0.6646999716758728,0.7242315411567688,0.7101948857307434,0.7207075357437134,-0.6118217706680298,-0.6222907304763794,-0.6150573492050171,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,7,10307,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,d128e32127c40ea5d5bc807a11ce2ae2d833e517721e7bbbcce5d95313a999d1,5cb3e2eaa04691d02807da5670352789a824169d67f2d5e67e6c2d4fb4453d99,0,False,0.6581999659538269,0.661899983882904,0.6575999855995178,0.715839684009552,0.7209680080413818,0.7163646221160889,-0.6183559894561768,-0.6151635646820068,-0.61785888671875,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,8,10308,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,c4daab5013d6daacdbabe24079e55f3bce877ec16445dfa879bc9fe6f3655370,3d67d3c83d684a89710a830f5cd9e3e555824c6cee4475310affbf10cbd2084d,0,False,0.6644999980926514,0.6538999676704407,0.649899959564209,0.7279251217842102,0.7139424681663513,0.7060161828994751,-0.6098325252532959,-0.6196635365486145,-0.6250908970832825,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,9,10309,aligned,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,585703f0d217894623e5db32807031ef919f81685e12dc8e42e565d661a1edc1,cc15ab1cf6abf376a36b224ce376d8821a55aeb026ddd433d6ad9067e9a8734d,0,False,0.661300003528595,0.6486999988555908,0.6626999974250793,0.7208013534545898,0.7030184268951416,0.7206342220306396,-0.6144933700561523,-0.6271474957466125,-0.6151785254478455,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,10,10300,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,c947c9f0d70a42983ab5395a52d683b9b51056d6a0b2b7d37da3fd441146b3b5,259a9ceab9abe65218c3e528b83f9bf897075c3fa8244809015f8501cf02cada,0,False,0.9715999960899353,0.9691999554634094,0.9718999862670898,0.9828646183013916,0.9786803126335144,0.9821844696998596,-0.21767626702785492,-0.22779054939746857,-0.2204742133617401,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,11,10301,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,ea6126d310763650600984dd82f11006797b6af4b61971c5733b672cc60a4502,c3b0da25160a2aa443a7dd4e0a3b3c1034fa9ab87ddb034fe43ada81e06bbe64,0,False,0.9666999578475952,0.9708999991416931,0.9691999554634094,0.9814863801002502,0.9843012690544128,0.9848628640174866,-0.21839359402656555,-0.21264135837554932,-0.212641641497612,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,12,10302,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,992c7691df7a40a6a288787ef55cf03cb2c9db4655c12c5086617b7adbb2c88a,229e5e2c4d7a1a468fbeccc081e12f73bb7e46e7e2eadeaa238335f0b41397f8,0,False,0.965999960899353,0.9639999866485596,0.9630999565124512,0.9826635718345642,0.9828225374221802,0.9818206429481506,-0.22146259248256683,-0.22417031228542328,-0.22345243394374847,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,13,10303,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,39c047d44a12e91c85837259bfa9971baff0901a993249efa89324667aa106e0,7423e628ea52bf9aba34edb23749efa1da872b607e7a399b7759c38bfe4f65df,0,False,0.9684999585151672,0.9680999517440796,0.9672999978065491,0.983737051486969,0.9824214577674866,0.9772663712501526,-0.2151346653699875,-0.21583019196987152,-0.22577758133411407,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,14,10304,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,495489e53e05504f7a8885b3645a1ab3d8d1d2c7813c463b5644198c44b0884f,1971bb69a357af0290e034c484bcec38bf3475a2807b43e543ef400585a993c9,0,False,0.9639999866485596,0.9623000025749207,0.9645999670028687,0.983214259147644,0.9776915311813354,0.9829705357551575,-0.21328729391098022,-0.22580116987228394,-0.21795009076595306,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,15,10305,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,69902dda01ea858a6a746d9506d86412f1e75947b7196a87d985c073c86659d5,6fbb3502b67c7dfdb45980e5f20775c578c5eebc9819504e0eaa5931d3665937,0,False,0.9684000015258789,0.9697999954223633,0.9693999886512756,0.9788375496864319,0.9835301041603088,0.9817765355110168,-0.22570326924324036,-0.22077880799770355,-0.2224208265542984,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,16,10306,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,1e6afe70eae0b9faeb91aee4808b817d5c4c653561ee15dcc422df5ebae791ce,3fe120b4027690b1c072d31a4bb0b3c57d22439cedc44da363de3e9536567535,0,False,0.9660999774932861,0.9670999646186829,0.9637999534606934,0.9828872084617615,0.9808353781700134,0.9816051125526428,-0.21786674857139587,-0.22168581187725067,-0.2225579023361206,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,17,10307,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,4fa608340e50173514ea94b6aadbca83dd27b40d724536c20fdc602d960fb725,e99c5411511cd982caad040367285ab54f9a582a04c21fcddb08de7aeefd4e20,0,False,0.9714999794960022,0.9693999886512756,0.9696999788284302,0.9827951788902283,0.9835180640220642,0.982905924320221,-0.213221937417984,-0.2152717262506485,-0.2147831916809082,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,18,10308,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,46aa66d59d0c174b0cd39c88dc923360ccb05bcc1c7f6b4c57c54c7cd91f8809,f3002a842651c239c04b90db2ebaaa87e8163d3b6145415760e178752e3eb164,0,False,0.9657999873161316,0.9656999707221985,0.965399980545044,0.9843288660049438,0.9833190441131592,0.9831675291061401,-0.2066325694322586,-0.20883570611476898,-0.20863787829875946,,,,,,,,
2,journal_remaining_h2_aligned_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_aligned_serial_bp_20260813080153,19,10309,aligned,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,2b2a8645040670a48e26d1e14cbd273ed59bbfee1790c06dab1323da7eb108e4,613f5762078992de9ce8c8e06b2fed09ce541f94ad02d3286bd2293af063b857,0,False,0.9679999947547913,0.9667999744415283,0.9679999947547913,0.9827001690864563,0.9815748929977417,0.9824135899543762,-0.21452738344669342,-0.21733197569847107,-0.21540558338165283,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,0,10300,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,e48b4ac907d45c534f7881a59e3d9527bd6419e1e1cc5ecdecc8ce2f695b2d07,e21eb0c74e19afe2024bdca9d9390a23b44edd2c25cb8785d9d8a471ae56024e,0,False,0.6681999564170837,0.6554999947547913,0.6581999659538269,0.7308913469314575,0.71461021900177,0.7213988900184631,-0.6072038412094116,-0.6200622916221619,-0.6138951778411865,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,1,10301,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,44a8b48d72d4e88c4ad78d939bdf2ce5ac7a6d8c75d61760a130ee78662f1cd8,942dbb3c803c11fc5ec8147b3b026a27b695f9dd773224b2c02164af9a468806,0,False,0.6660999655723572,0.6650999784469604,0.6649999618530273,0.7224289774894714,0.7245680093765259,0.7270428538322449,-0.6144704818725586,-0.6118974685668945,-0.6103761196136475,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,2,10302,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,994cc15417aa16ae1b7c2dcd2c343efc2b8fbd4eef49b893cec52e95f6f93098,13ca66432354819bba5c6463ba6603bb4858816702ac5265839aefd73e7cc5d8,0,False,0.6681999564170837,0.6650999784469604,0.6646999716758728,0.7302550673484802,0.7280547022819519,0.7196404933929443,-0.6075828671455383,-0.6093058586120605,-0.6152167916297913,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,3,10303,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,8c760f67879525053bbd3fcc162d27522797bd661c766f92fa31ad47d7bcb08c,1725214c5c39fb808f15cf0dcb627efc7dcbfeececd6f154a493047e6ae53100,0,False,0.6692000031471252,0.661799967288971,0.660099983215332,0.7320753335952759,0.7201827168464661,0.7176651358604431,-0.606069803237915,-0.6151436567306519,-0.6173652410507202,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,4,10304,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,46532b0cef61f9512bde27a940d90ac38a23874d6d4e61f7670d8a45f8d0d8a3,62526af2de9c826d5b3e29b29e7d9973a0ffb625db8c64c40023b2aa2443ffd1,0,False,0.6647999882698059,0.6542999744415283,0.65829998254776,0.724337100982666,0.7155210971832275,0.7189653515815735,-0.6114453077316284,-0.6190265417098999,-0.6151767373085022,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,5,10305,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,48da9b41207a928cc21654fc2d2479dffcb51fb4b10addb697b9df3395592cd4,8f1b2c7834de4b7e24f0b6c683886a86416ee747dd580d47830e0212eeba08e1,0,False,0.6647999882698059,0.6572999954223633,0.6509999632835388,0.7236636281013489,0.716895341873169,0.711096465587616,-0.6130863428115845,-0.6163153052330017,-0.6214879155158997,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,6,10306,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,81b54e48d4f349e5708ac1cd9ad213f4a3456cafd0a586a5329b3946b1fcc52e,13bef59ee7a327868f352d803a65dec988f4cf154376082b6badfcc90338c0e8,0,False,0.6631999611854553,0.6520999670028687,0.664900004863739,0.7242318391799927,0.7101323008537292,0.7207604646682739,-0.6118262410163879,-0.6224067211151123,-0.6151552796363831,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,7,10307,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,01816d036033bbfd563a21c95af6dd994294e594f6aedb97446809b8fd99b94e,e231a3eadfd868078adbf46616a2031c34a6a95606af0738e774d6f017bc8b8a,0,False,0.6592000126838684,0.6620000004768372,0.6581000089645386,0.7159451246261597,0.7213237881660461,0.7166838645935059,-0.6182429790496826,-0.6149016618728638,-0.6176420450210571,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,8,10308,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,d3919f02a4d079e0470e47f49e8b769e7834c19bd4d606d7ae383db0861a0e2c,8345bae0d9ee79afe19cbde3b38a6934c464671d33d3c3b66ee5e6d032fd864f,0,False,0.664900004863739,0.6548999547958374,0.6487999558448792,0.7280071973800659,0.714043915271759,0.7062476277351379,-0.6097230911254883,-0.6195240020751953,-0.6249310374259949,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,9,10309,rewired_tree,serial_tree,full_bp,1,8,66178,66178,14336,32768,2944,5d9787d868b25d4db82c282abf437b2dadc6200282ffdbff6edbd0d422aa7334,2d398f8deeedd0add09b9683ccbd83b9901e5db369689d394e630710859d92f1,0,False,0.6602999567985535,0.6485999822616577,0.6627999544143677,0.7209509015083313,0.7032095789909363,0.7209076881408691,-0.6143885850906372,-0.626994788646698,-0.6150275468826294,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,10,10300,rewired_tree,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,cfb952f639dcd65763ac80c36a4231f0fa41e3f737487c1bfd3c7448c8c0419e,6191d458e62373b049d98aa00c88d081d5bc214de772a51a6943bced012c98de,0,False,0.6563000082969666,0.6437000036239624,0.6460999846458435,0.7113028764724731,0.6934318542480469,0.6998575925827026,-0.6237050890922546,-0.6358792781829834,-0.6298806667327881,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,11,10301,rewired_tree,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,040ae597b39ef1582e9ba0cf0fa9d07ad57a706ff6cd4692e2f7443bee04f528,c5ad271ce9c8bc08a2555a33068e304378e280106548bcef5d5994d6737bd9cc,0,False,0.6513000130653381,0.6481999754905701,0.647599995136261,0.7007433772087097,0.700192391872406,0.7041494250297546,-0.6313782930374146,-0.6298413276672363,-0.6277198195457458,,,,,,,,
2,journal_remaining_h2_rewired_tree_serial_bp,remaining_physical_experiment_runs/journal_remaining_h2_rewired_tree_serial_bp_20260813080159,12,10302,rewired_tree,serial_tree,full_bp,2,4x1,66178,66178,14336,32768,2944,b30f348a64deb292dce4fd7aeda0150283f9bf9ca1c93061384aec715288d691,696cb71f3dc3e474d1708f101139841e1757fa728b2042c8a7ee4d0beda08488,0,False,0.6514999866485596,0.6480000019073486,0.645799994468689,0.709019660949707,0.7043619155883789,0.6967678666114807,-0.6246588826179504,-0.6269438862800598,-0.6322703957557678,,,,,,,,
